DATE,HIGH_TEMP_F,LOW_TEMP__F,AVG_DAILY_TEMP_ALL_HOURS__F,AVG_DAILY_TEMP_XN_F,NORMAL_HIGH_TEMP__F,NORMAL_LOW_TEMP__F,NORMAL_AVG_DAILY_TEMP_ALL_HOURS__F,NORMAL_AVG_DAILY_TEMP_XN__F,DFN_HIGH_TEMP__F,DFN_LOW_TEMP__F,DFN_AVG_DAILY_TEMP_ALL_HOURS__F,DFN_AVG_DAILY_TEMP_XN__F,WARMEST_WINDCHILL_TEMP__F,COLDEST_WINDCHILL_TEMP__F,AVG_DAILY_WINDCHILL_TEMP_ALL_HOURS__F,MAXIMUM_WIND_CHILL_ENERGY__WMEXP2_ALL_HOURS,MINIMUM_WIND_CHILL_ENERGY__WMEXP2_ALL_HOURS,DAILY_AVG_WIND_CHILL_ENERGY__WMEXP2_ALL_HOURS,EXT_MAX__WARM,EXT_MAX__WARM_DATE,EXT_MAX__COLD,EXT_MAX__COLD_DATE,EXT_MIN__WARM,EXT_MIN__WARM_DATE,EXT_MIN__COLD,EXT_MIN__COLD_DATE,NORMAL_HIGHEST_DEW_POINT_TEMP__F,NORMAL_LOWEST_DEW_POINT_TEMP__F,NORMAL_AVG_DAILY_DEW_POINT_TEMP_ALL_HOURS__F,NORMAL_HIGHEST_RELATIVE_HUMIDITY_%,NORMAL_LOWEST_RELATIVE_HUMIDITY_%,NORMAL_AVG_DAILY_RELATIVE_HUMIDITY_ALL_HOURS_%,NORMAL_HIGHEST_WET_BULB_TEMP__F,NORMAL_LOWEST_WET_BULB_TEMP__F,NORMAL_AVG_DAILY_WET_BULB_TEMP_ALL_HOURS__F,HEATING_DEGREE_DAYS_XN__BASE_OF_65_F,NORMAL_HEATING_DEGREE_DAYS_XN__BASE_OF_65_F,DEPART_NORMAL__HDDS_FROM_XN__BASE_OF_65_F,HEATING_DEGREE_DAYS_ALL_HOURS__BASE_OF_65_F,NORMAL_HDDS_ALL_HOURS__BASE_OF_65_F,DEPART_NORMAL__HDDS_ALL_HOURS__BASE_OF_65_F,COOLING_DEGREE_DAYS_XN__BASE_OF_65_F,NORMAL_COOLING_DEGREE_DAYS_XN__BASE_OF_65_F,DEPART_NORMAL__CDDS_FROM_XN__BASE_OF_65_F,COOLING_DEGREE_DAYS_ALL_HOURS__BASE_OF_65_F,NORMAL_CDDS_ALL_HOURS__BASE_OF_65_F,DEPART_NORMAL__CDDS_ALL_HOURS__BASE_OF_65_F,EFFECTIVE_DEGREE_DAYS_XN__BASE_OF_65_F,NORMAL_EFFECTIVE_DEGREE_DAYS_XN__BASE_OF_65_F,DEPART_NORMAL__EDDS_FROM_XN__BASE_OF_65_F,EFFECTIVE_DEGREE_DAYS_ALL_HOURS__BASE_OF_65_F,NORMAL_EDDS_ALL_HOURS__BASE_OF_65_F,DEPART_NORMAL__EDDS_ALL_HOURS__BASE_OF_65_F,GROWING_DEGREE_DAYS_XN__BASE_OF_50_F,NORMAL_GROWING_DEGREE_DAYS_XN__BASE_OF_50_F,GROWING_DEGREE_DAYS_ALL_HOURS__BASE_OF_50_F,NORMAL_GROWING_DEGREE_DAYS_ALL_HOURS__BASE_OF_50_F,AVG_DAILY_SOIL_TEMP_WBI_CALC__F,HIGHEST_SUSTAIN_SPEED__MPH,LOWEST_SUSTAIN_SPEED__MPH,AVG_DAILY_WIND_SPEED_ALL_HOURS_MPH,PREDOMINATE_WIND_DIR__DEG,NORMAL_AVG_DAILY_WIND_SPEED_ALL_HOURS_MPH,AVG_DAILY_CLOUD_COVER_ALL_HOURS_%,MAXIMUM_SOLAR_RADIANCE__WMEXP2,MINIMUM_SOLAR_RADIANCE__WMEXP2,AVG_SOLAR_RADIANCE__WMEXP2,MAXIMUM_SOLAR_RADIANCE__FTCANDLES,MINIMUM_SOLAR_RADIANCE__FTCANDLES,AVG_SOLAR_RADIANCE__FTCANDLES,TOTAL_MINUTES_OF_SUNSHINE_CALCULATED,TOT_MIN_OF_SUNSHINE_POSSIBLE_ON_CLOUDFREE_DAY,PERCENT_OF_SUNSHINE_POSSIBLE_CALCTOTAL_POSSIBLE,NORMAL_TOTAL_DAILY_WATER_EQUIVALENT_INCHES,SNOWFALL__WBI_CALCULATED;_SUM_OF_ALL_HOURS,AVG_POPS_ON_FCST_DATA__OR__%_OF_DAY_WITH_PRECIP,OBSERVED_DAILY_WATER_EQUIVALENT_INCHES,STATION_CODES,WBI_24_LETTER_CODE_ALL_HOURS_CODES
2006-03-21,55.0,42.1,47.1,48.6,60.1,37.9,48.4,48.9,-5.0,4.1,-1.3,-0.4,49.3,36.1,42.6,922,258,748,75.0,1940,41.0,2002,48.0,1965,21.9,1935,37.9,36.0,37.8,93,44,70,49.3,37.0,43.3,16.4,16.0,0.4,17.8,16.6,1.3,0.0,0.0,0.0,0.0,0.0,0.0,18.0,17.6,0.4,19.6,18.2,1.4,0.0,0.0,0.0,0.0,32.0,17.0,0.0,9.9,299,9.3,82,684,0,117,4994,0,858,203,741,27,0.06,0.0,4,0.0,17,4
2006-03-22,61.0,39.0,49.6,50.0,60.1,37.9,48.6,48.9,0.9,1.1,1.1,1.1,61.0,36.9,48.2,787,234,530,75.9,2004,41.0,1936,49.6,1998,24.1,1952,37.9,36.0,37.8,93,44,69,49.3,37.0,43.3,14.9,16.0,-1.1,15.3,16.4,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,15.7,16.7,-1.1,16.0,17.1,-1.1,0.0,0.0,0.0,0.0,32.0,9.0,0.0,4.2,301,9.3,87,459,0,87,3347,0,637,120,744,16,0.06,0.0,0,0.0,17,4
2006-03-23,66.0,41.0,52.5,53.6,61.0,39.0,49.5,50.0,5.0,2.0,3.1,3.6,64.6,40.6,51.4,739,229,474,75.9,1960,42.1,1950,50.0,1968,21.9,1942,39.0,36.0,37.8,89,43,67,49.8,37.8,43.9,11.3,14.9,-3.6,12.4,15.5,-3.1,0.0,0.0,0.0,0.0,0.0,0.0,11.9,15.8,-4.0,13.1,16.4,-3.2,3.6,0.0,2.5,0.0,32.0,17.0,0.0,5.5,3,9.2,97,219,0,51,1598,0,371,7,747,1,0.06,0.0,0,0.0,17,8
2006-03-24,62.1,42.1,52.0,52.2,61.0,39.0,49.5,50.0,1.1,3.1,2.5,2.2,57.0,38.7,47.5,866,587,738,73.9,1960,45.0,1964,48.9,1952,21.9,1965,37.9,36.0,37.6,89,41,67,49.8,37.8,43.7,12.8,14.9,-2.2,13.0,15.5,-2.5,0.0,0.0,0.0,0.0,0.0,0.0,14.4,16.9,-2.5,14.6,17.5,-2.9,2.2,0.0,2.0,0.0,32.0,21.0,5.0,13.1,301,9.2,60,777,0,179,5673,0,1304,441,750,59,0.06,0.0,0,0.0,17,4
2006-03-25,53.1,41.0,45.0,47.1,61.0,39.0,49.5,50.0,-7.9,2.0,-4.5,-2.9,52.0,34.0,40.5,1043,247,748,78.3,1997,34.0,1965,48.9,1952,23.0,1996,37.9,36.0,37.6,89,41,67,49.8,37.8,43.9,17.8,14.9,2.9,20.0,15.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,19.4,16.4,3.1,21.8,16.9,4.9,0.0,0.0,0.0,0.0,32.0,22.0,0.0,9.3,293,9.2,70,279,0,59,2036,0,429,62,754,8,0.06,0.0,37,0.04,17,4
2006-03-26,53.1,37.0,45.1,45.0,61.0,39.0,49.5,50.0,-7.9,-2.0,-4.3,-5.0,50.9,31.6,42.4,920,252,624,75.0,1994,44.1,1985,46.9,1968,24.1,1931,37.9,36.0,37.6,89,41,67,49.8,37.8,43.7,20.0,14.9,5.0,19.8,15.5,4.3,0.0,0.0,0.0,0.0,0.0,0.0,21.1,15.8,5.2,20.9,16.4,4.5,0.0,0.0,0.0,0.0,32.0,15.0,0.0,5.5,335,9.3,59,691,0,145,5044,0,1060,352,757,46,0.06,0.0,16,0.0,17,4
2006-03-27,62.1,30.9,46.2,46.4,62.1,39.0,49.8,50.5,0.0,-8.1,-3.6,-4.1,58.8,27.5,45.0,910,211,538,78.1,1994,39.0,1931,48.9,1981,21.9,1944,39.0,36.0,37.8,89,40,66,50.4,37.8,44.1,18.5,14.4,4.1,18.7,15.1,3.6,0.0,0.0,0.0,0.0,0.0,0.0,19.3,14.9,4.3,19.4,15.8,3.6,0.0,0.5,0.0,0.0,32.0,14.0,0.0,4.2,4,9.3,82,656,0,124,4787,0,907,223,760,29,0.06,0.0,0,0.0,17,4
2006-03-28,64.9,44.1,54.0,54.5,62.1,39.0,49.8,50.5,2.9,5.0,4.1,4.0,64.0,41.9,52.5,869,229,500,80.1,1994,39.0,1936,52.0,1968,24.1,1975,39.0,37.0,37.8,93,40,66,50.0,38.1,44.1,10.4,14.4,-4.0,11.0,15.1,-4.1,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.1,-4.1,11.5,15.8,-4.3,4.5,0.5,4.0,0.0,32.0,16.0,0.0,5.0,52,9.3,78,652,0,131,4762,0,956,233,763,31,0.06,0.0,33,0.01,17,4
2006-03-29,57.0,45.0,50.2,51.1,62.1,39.0,50.0,50.5,-5.0,5.9,0.2,0.5,51.8,41.4,46.0,893,258,699,77.0,1994,41.0,1936,46.9,1930,18.0,1954,39.0,37.0,37.9,93,41,66,50.4,38.1,44.2,13.9,14.4,-0.5,14.8,14.9,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,15.7,16.2,-0.5,16.6,16.9,-0.4,1.1,0.5,0.2,0.0,32.0,25.0,0.0,12.7,300,9.3,52,777,0,165,5669,0,1205,414,767,54,0.06,0.0,12,0.01,17,4
2006-03-30,59.0,37.0,49.1,48.0,62.1,39.9,50.4,51.1,-3.1,-2.9,-1.3,-3.1,57.9,34.5,47.5,866,195,523,77.0,2003,37.0,1936,52.0,1994,19.9,1936,39.0,37.0,37.9,89,41,66,50.4,38.7,44.4,16.9,13.9,3.1,15.8,14.6,1.3,0.0,0.0,0.0,0.0,0.0,0.0,17.6,14.4,3.2,16.6,15.1,1.4,0.0,1.1,0.0,0.4,32.0,10.0,0.0,4.3,4,9.2,86,354,0,64,2585,0,470,56,770,7,0.06,0.0,12,0.06,17,4
2006-03-31,64.9,42.1,51.6,53.6,62.1,39.9,50.4,51.1,2.9,2.2,1.3,2.5,64.0,38.8,49.5,855,171,537,75.9,1992,39.0,1936,48.9,2003,26.1,1946,39.0,37.0,38.3,89,41,66,50.4,38.7,44.6,11.3,13.9,-2.5,13.3,14.6,-1.3,0.0,0.0,0.0,0.0,0.0,0.0,12.1,14.6,-2.5,14.0,15.5,-1.4,3.6,1.1,1.6,0.4,32.0,16.0,0.0,5.8,1,9.2,44,776,0,230,5667,0,1682,684,773,88,0.06,0.0,16,0.15,17,0
2006-04-01,57.9,37.9,47.8,47.8,63.0,39.9,50.9,51.4,-5.0,-2.0,-3.1,-3.6,52.9,36.7,43.0,948,304,783,79.0,1992,37.9,1936,51.1,1959,21.9,1945,39.0,37.0,38.5,89,40,66,50.7,38.7,45.0,17.1,13.5,3.6,17.1,14.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,19.4,15.3,4.1,19.4,15.8,3.6,0.0,1.4,0.0,0.9,32.0,23.0,3.0,13.3,296,9.4,57,777,0,198,5668,0,1442,465,776,60,0.06,0.0,12,0.05,17,4
2006-04-02,60.1,37.9,49.3,48.9,63.0,39.9,50.9,51.4,-2.9,-2.0,-1.6,-2.5,60.1,37.9,48.7,674,182,506,81.0,1992,46.9,1936,54.0,1961,21.0,1945,39.9,37.0,38.8,93,41,67,51.1,38.7,45.0,16.0,13.5,2.5,15.7,14.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,16.6,14.0,2.5,16.2,14.6,1.6,0.0,1.4,0.0,0.9,32.0,10.0,0.0,3.9,0,9.3,90,660,0,90,4817,0,659,108,779,14,0.06,0.0,33,0.04,17,4
2006-04-03,57.9,48.0,52.5,52.9,63.0,39.9,50.9,51.4,-5.0,8.1,1.6,1.4,57.9,44.1,50.0,852,211,584,79.7,2000,42.1,1936,52.0,1992,23.0,2007,39.9,37.9,39.0,93,41,67,51.1,39.0,45.1,12.1,13.5,-1.4,12.4,14.0,-1.6,0.0,0.0,0.0,0.0,0.0,0.0,13.0,14.4,-1.4,13.3,14.9,-1.6,2.9,1.4,2.5,0.9,32.0,18.0,0.0,6.8,336,9.4,90,310,0,56,2260,0,412,37,782,5,0.06,0.0,29,0.11,17,4
2006-04-04,63.0,41.0,50.7,52.0,63.0,39.9,51.1,51.4,0.0,1.1,-0.4,0.5,62.1,36.7,48.6,903,177,545,78.1,1977,44.1,1929,51.1,1995,26.1,1948,39.9,37.9,39.2,93,41,67,51.1,39.0,45.1,13.0,13.5,-0.5,14.2,13.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,13.7,14.2,-0.5,14.9,14.6,0.4,2.0,1.4,0.7,1.1,32.0,13.0,0.0,5.5,0,9.4,43,595,0,160,4343,0,1172,530,786,67,0.05,0.0,0,0.0,17,4
2006-04-05,64.9,42.1,53.4,53.6,64.0,39.9,51.6,52.0,0.9,2.2,1.8,1.6,62.6,43.0,51.1,809,252,565,82.9,1952,45.0,1929,51.1,1949,24.1,1929,39.9,37.9,39.2,93,40,66,51.6,39.0,45.5,11.3,13.0,-1.6,11.5,13.3,-1.8,0.0,0.0,0.0,0.0,0.0,0.0,12.6,14.4,-1.8,12.8,14.8,-2.0,3.6,2.0,3.4,1.6,32.0,26.0,0.0,10.6,261,9.4,62,635,0,128,4634,0,933,286,789,36,0.05,0.0,0,0.0,17,4
2006-04-06,60.1,43.0,51.6,51.4,64.0,41.0,52.0,52.5,-4.0,2.0,-0.4,-1.1,56.1,38.8,47.3,903,247,715,86.0,1977,46.0,1929,52.0,1979,25.0,1939,39.9,37.9,39.4,89,40,66,51.6,39.7,45.9,13.5,12.4,1.1,13.3,13.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,15.3,14.0,1.3,15.1,14.8,0.4,1.4,2.5,1.6,2.0,32.0,21.0,0.0,13.5,298,9.3,21,786,0,206,5735,0,1505,699,792,88,0.05,0.0,0,0.0,17,8
2006-04-07,66.0,39.9,52.5,52.9,64.0,41.0,52.0,52.5,2.0,-1.1,0.5,0.4,65.3,38.8,51.8,735,182,463,90.0,1977,45.0,1933,55.0,1989,25.0,1946,41.0,37.9,39.7,89,41,66,52.0,39.7,45.9,12.1,12.4,-0.4,12.4,13.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,12.6,13.0,-0.4,13.0,13.5,-0.5,2.9,2.5,2.5,2.0,32.0,15.0,0.0,4.0,0,9.5,86,430,0,88,3135,0,641,147,796,18,0.05,0.0,0,0.0,17,4
2006-04-08,57.0,45.0,50.9,51.1,64.0,41.0,52.0,52.5,-7.0,4.0,-1.1,-1.4,52.0,42.3,47.8,779,229,627,82.9,1996,45.0,1929,55.9,1986,21.9,1933,41.0,37.9,40.1,93,41,67,52.0,39.7,46.0,13.9,12.4,1.4,14.0,13.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,15.1,13.5,1.6,15.3,14.2,1.1,1.1,2.5,0.9,2.0,32.0,20.0,0.0,9.3,303,9.6,77,233,0,58,1698,0,424,46,799,6,0.05,0.0,12,0.35,17,10
2006-04-09,62.1,35.1,49.1,48.6,64.0,41.0,52.2,52.5,-2.0,-5.9,-3.1,-4.0,60.8,33.3,47.7,836,218,536,82.0,1968,48.0,1929,59.0,1996,21.9,1929,41.0,39.0,40.5,93,41,68,52.0,40.1,46.2,16.4,12.4,4.0,15.8,12.8,3.1,0.0,0.0,0.0,0.0,0.0,0.0,17.1,13.0,4.1,16.6,13.3,3.2,0.0,2.5,0.0,2.2,32.0,13.0,0.0,4.8,4,9.6,53,744,0,177,5430,0,1293,396,801,49,0.05,0.0,12,0.02,17,4
2006-04-10,59.0,39.9,49.3,49.5,64.9,41.0,52.5,52.9,-5.9,-1.1,-3.2,-3.4,57.0,34.0,46.9,827,200,565,82.9,2001,50.0,1945,51.1,1996,23.0,1933,41.0,39.0,40.5,93,42,68,52.7,40.1,46.4,15.5,12.1,3.4,15.7,12.4,3.2,0.0,0.0,0.0,0.0,0.0,0.0,16.2,12.6,3.6,16.4,13.0,3.4,0.0,2.9,0.0,2.5,32.0,10.0,0.0,4.6,1,9.6,55,617,0,106,4503,0,775,273,804,34,0.05,0.0,41,0.23,17,10
2006-04-11,62.1,37.0,48.6,49.6,64.9,41.0,52.7,52.9,-2.9,-4.0,-4.1,-3.2,61.0,34.0,47.7,851,182,474,82.0,1988,51.1,1981,51.1,1990,28.0,1948,42.1,39.0,40.6,93,42,67,52.7,40.1,46.6,15.3,12.1,3.2,16.4,12.2,4.1,0.0,0.0,0.0,0.0,0.0,0.0,15.7,12.4,3.2,16.7,12.6,4.1,0.0,2.9,0.0,2.7,32.0,9.0,0.0,2.7,0,9.6,70,358,0,82,2615,0,599,190,808,24,0.05,0.0,16,0.06,17,4
2006-04-12,68.0,42.8,55.6,55.4,64.9,42.1,53.1,53.6,3.1,0.7,2.5,1.8,66.2,42.8,54.3,808,234,517,82.9,1988,50.0,1972,53.1,2004,25.0,1945,42.1,39.0,40.8,89,42,67,52.7,40.6,46.9,9.5,11.3,-1.8,9.4,11.9,-2.5,0.0,0.0,0.0,0.0,0.0,0.0,10.3,12.2,-2.0,10.1,12.8,-2.7,5.4,3.6,5.6,3.1,32.0,23.0,0.0,8.0,300,9.5,47,786,0,228,5735,0,1668,625,811,77,0.05,0.0,16,0.05,17,4
2006-04-13,57.9,50.0,54.0,54.0,64.9,42.1,53.1,53.6,-7.0,7.9,0.9,0.4,53.6,46.4,51.3,718,223,615,87.1,1947,49.8,1998,55.0,1988,24.1,1945,42.1,39.0,41.0,92,42,67,52.7,40.6,46.9,11.0,11.3,-0.4,11.0,11.9,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,12.1,12.4,-0.4,12.1,13.0,-0.9,4.0,3.6,4.0,3.1,32.0,18.0,0.0,9.8,305,9.5,98,223,0,54,1629,0,393,19,814,2,0.05,0.0,16,0.0,17,4
2006-04-14,61.0,42.1,50.4,51.4,66.0,42.1,53.6,54.0,-5.0,0.0,-3.2,-2.5,56.3,34.9,45.7,1027,490,756,90.0,1947,51.1,1982,53.1,1988,21.2,1999,42.1,39.0,41.2,92,40,66,53.2,40.6,47.3,13.5,11.0,2.5,14.6,11.3,3.2,0.0,0.0,0.0,0.0,0.0,0.0,15.3,12.4,2.9,16.6,12.8,3.8,1.4,4.0,0.4,3.6,32.0,28.0,3.0,13.0,296,9.4,85,685,0,115,5001,0,838,205,817,25,0.05,0.0,12,0.0,17,4
2006-04-15,59.0,34.0,44.6,46.4,66.0,42.1,53.6,54.0,-7.0,-8.1,-9.0,-7.6,53.6,34.9,41.0,976,293,703,84.0,1990,48.9,1976,55.9,1989,27.0,1929,42.1,39.9,41.4,92,40,67,53.2,41.2,47.3,18.5,11.0,7.6,20.3,11.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,12.1,8.3,22.3,12.4,9.9,0.0,4.0,0.0,3.6,32.0,28.0,0.0,9.4,297,9.4,62,420,0,78,3068,0,572,208,820,25,0.05,0.0,0,0.0,17,4
2006-04-16,57.0,27.0,44.1,42.1,66.0,42.1,53.8,54.0,-9.0,-15.1,-9.7,-11.9,54.1,23.5,41.7,939,234,598,84.9,1990,51.1,1972,53.1,1992,25.0,1945,43.0,39.9,41.5,92,40,67,53.2,41.2,47.5,22.9,11.0,11.9,20.9,11.2,9.7,0.0,0.0,0.0,0.0,0.0,0.0,24.1,11.5,12.6,22.0,11.7,10.3,0.0,4.0,0.0,3.8,32.0,14.0,0.0,5.3,3,9.6,6,744,0,214,5429,0,1559,753,823,91,0.05,0.0,0,0.0,17,8
2006-04-17,57.0,39.9,47.7,48.6,66.0,43.0,54.0,54.5,-9.0,-3.1,-6.3,-5.9,52.3,34.2,42.1,1021,699,825,86.0,1994,50.0,1963,57.0,1990,25.0,1944,43.0,39.9,41.7,93,40,67,53.2,41.5,47.8,16.4,10.4,5.9,17.3,11.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,18.5,11.9,6.7,19.6,12.4,7.2,0.0,4.5,0.0,4.0,32.0,24.0,7.0,13.5,292,9.6,16,770,0,221,5618,0,1615,609,827,74,0.05,0.0,0,0.0,17,0
2006-04-18,66.0,32.0,48.9,48.9,66.9,43.0,54.5,55.0,-0.9,-11.0,-5.6,-6.1,66.0,27.5,47.3,933,241,523,87.1,1994,50.0,1960,55.9,1999,25.0,1931,43.0,39.9,41.7,93,39,66,53.6,41.5,48.0,16.0,9.9,6.1,16.0,10.4,5.6,0.0,0.0,0.0,0.0,0.0,0.0,16.7,10.3,6.5,16.7,10.8,5.9,0.0,5.0,0.0,4.5,32.0,8.0,0.0,4.1,370,9.3,2,786,0,238,5736,0,1739,824,829,99,0.05,0.0,0,0.0,17,0
2006-04-19,73.0,34.0,53.8,53.6,66.9,43.0,54.5,55.0,6.1,-9.0,-0.7,-1.4,73.0,30.9,52.9,865,195,454,87.1,1934,48.0,1928,57.0,1994,25.0,1931,43.0,39.9,41.7,93,39,66,53.6,41.5,48.0,11.3,9.9,1.4,11.2,10.4,0.7,0.0,0.0,0.0,0.0,0.0,0.0,11.9,10.3,1.6,11.7,11.0,0.7,3.6,5.0,3.8,4.5,32.0,9.0,0.0,4.4,55,9.3,5,786,0,238,5736,0,1738,826,832,99,0.05,0.0,0,0.0,17,0
2006-04-20,75.0,42.1,58.6,58.6,66.9,43.0,54.5,55.0,8.1,-0.9,4.1,3.6,75.0,39.9,57.4,730,95,444,87.1,1934,45.0,1963,53.1,1989,26.1,1985,43.0,39.9,41.9,93,39,66,53.6,41.5,48.0,6.3,9.9,-3.6,6.3,10.4,-4.1,0.0,0.0,0.0,0.0,0.0,0.0,6.7,10.6,-4.0,6.7,11.2,-4.5,8.6,5.0,8.6,4.5,32.0,18.0,0.0,6.4,352,9.6,51,786,0,186,5736,0,1358,461,835,55,0.04,0.0,4,0.0,17,4
2006-04-21,60.1,45.0,53.1,52.5,68.0,43.0,55.2,55.4,-7.9,2.0,-2.2,-2.9,55.8,39.0,48.2,866,660,759,88.0,1934,50.0,2008,55.0,1991,26.1,1951,43.0,41.0,42.1,93,38,65,54.1,42.1,48.4,12.4,9.5,2.9,11.9,9.7,2.2,0.0,0.0,0.0,0.0,0.0,0.0,14.4,11.2,3.2,13.9,11.3,2.5,2.5,5.4,3.1,5.2,32.0,25.0,7.0,16.4,289,9.5,40,775,0,189,5653,0,1379,545,838,65,0.04,0.0,16,0.03,17,4
2006-04-22,68.0,34.0,50.7,51.1,68.0,44.1,55.6,56.1,0.0,-10.1,-4.9,-5.0,66.9,30.2,48.2,922,229,587,86.0,1977,43.0,1961,55.0,1934,27.0,1945,44.1,41.0,42.4,93,39,65,54.5,42.6,48.9,13.9,8.8,5.0,14.2,9.4,4.9,0.0,0.0,0.0,0.0,0.0,0.0,14.8,9.4,5.4,15.1,9.9,5.2,1.1,6.1,0.7,5.6,32.0,15.0,0.0,6.3,102,9.6,0,786,0,238,5736,0,1737,841,841,100,0.04,0.0,0,0.0,17,0
2006-04-23,73.9,30.9,54.3,52.5,68.0,44.1,55.8,56.1,5.9,-13.1,-1.4,-3.6,73.0,27.1,53.1,885,258,498,89.1,1977,48.9,2008,53.1,1968,30.0,1972,44.1,42.1,42.8,93,39,66,54.5,43.2,49.1,12.4,8.8,3.6,10.6,9.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,13.1,9.4,3.8,11.3,9.7,1.6,2.5,6.1,4.3,5.8,32.0,16.0,0.0,6.3,55,9.6,0,786,0,238,5736,0,1736,844,844,100,0.04,0.0,0,0.0,17,0
2006-04-24,69.1,35.1,53.6,52.2,68.0,44.1,55.8,56.1,1.1,-9.0,-2.2,-4.0,66.4,37.0,52.9,686,188,426,91.9,1977,52.0,1985,51.1,2007,28.9,1935,44.1,42.1,43.0,93,41,66,54.9,43.2,49.1,12.8,8.8,4.0,11.3,9.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,13.3,9.2,4.1,11.9,9.5,2.3,2.2,6.1,3.6,5.8,32.0,14.0,0.0,4.6,0,9.7,5,786,0,228,5736,0,1662,809,847,96,0.04,0.0,0,0.0,17,8
2006-04-25,73.9,37.9,58.1,55.9,69.1,44.1,56.3,56.5,4.9,-6.1,1.8,-0.5,73.9,39.9,57.4,725,182,450,91.0,1977,53.1,1970,62.1,1977,30.9,1945,45.0,42.1,43.5,93,39,66,55.4,43.2,49.6,9.0,8.5,0.5,6.8,8.6,-1.8,0.0,0.0,0.0,0.0,0.0,0.0,9.4,8.8,0.5,7.2,9.0,-1.8,5.9,6.5,8.1,6.3,32.0,13.0,0.0,4.6,298,9.6,2,786,0,238,5736,0,1736,843,850,99,0.04,0.0,0,0.0,17,0
2006-04-26,64.9,43.0,55.4,54.0,69.1,45.0,56.8,57.0,-4.1,-2.0,-1.4,-3.1,61.0,43.0,52.2,788,542,667,88.0,1933,51.1,1955,57.9,2001,26.1,1942,45.0,42.1,43.7,90,39,65,55.4,43.7,50.0,11.0,7.9,3.1,9.5,8.1,1.4,0.0,0.0,0.0,0.0,0.0,0.0,12.6,9.0,3.6,11.0,9.2,1.8,4.0,7.0,5.4,6.8,32.0,28.0,3.0,14.2,294,9.6,31,696,0,122,5083,0,893,486,852,57,0.04,0.0,0,0.0,17,8
2006-04-27,78.1,46.9,62.6,62.6,69.1,45.0,56.8,57.0,9.0,2.0,5.8,5.6,78.1,44.8,61.9,705,90,410,91.0,1987,48.0,1948,55.0,1992,26.1,1948,45.0,42.1,43.9,90,39,66,55.8,43.7,50.0,2.3,7.9,-5.6,2.3,8.1,-5.8,0.0,0.0,0.0,0.0,0.0,0.0,2.5,8.5,-5.9,2.5,8.6,-6.1,12.6,7.0,12.6,6.8,32.0,13.0,0.0,5.7,346,9.6,33,786,0,237,5736,0,1727,681,855,80,0.04,0.0,0,0.0,17,8
2006-04-28,86.0,46.9,67.3,66.6,70.0,45.0,57.4,57.6,16.0,2.0,9.9,9.0,84.9,43.5,66.7,722,97,303,91.0,1968,52.0,1937,62.1,1987,28.0,1935,45.0,43.0,44.1,93,39,65,56.1,44.1,50.4,0.0,7.4,-7.4,0.0,7.6,-7.6,1.6,0.0,1.6,2.3,0.0,2.3,0.0,7.7,-7.7,0.0,7.9,-7.9,16.6,7.6,17.3,7.4,32.0,13.0,0.0,5.1,356,9.7,14,786,0,238,5736,0,1736,850,858,99,0.04,0.0,0,0.0,17,0
2006-04-29,75.0,46.0,59.9,60.4,70.0,45.0,57.6,57.6,5.0,1.1,2.3,2.9,73.9,39.9,56.8,890,359,617,90.5,1998,52.0,1954,55.9,1992,27.0,1952,45.0,43.0,44.2,93,39,65,56.1,44.1,50.5,4.5,7.4,-2.9,5.0,7.4,-2.3,0.0,0.0,0.0,0.0,0.0,0.0,5.2,8.6,-3.4,5.9,8.6,-2.7,10.4,7.6,9.9,7.6,32.0,31.0,6.0,16.3,298,9.8,36,786,0,220,5736,0,1605,619,858,72,0.04,0.0,0,0.0,17,4
2006-04-30,68.0,42.1,54.9,55.0,70.0,46.0,57.9,57.9,-2.0,-4.0,-3.1,-2.9,66.4,37.6,51.6,879,445,670,94.5,1998,52.0,1940,55.0,1979,27.0,1946,46.0,43.0,44.8,90,41,65,56.5,44.6,50.9,9.9,7.0,2.9,10.1,7.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.9,3.1,11.2,7.9,3.2,5.0,7.9,4.9,7.9,32.0,17.0,7.0,11.6,294,9.6,5,786,0,227,5736,0,1656,832,863,96,0.04,0.0,0,0.0,17,0
